,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,1.0,5.247109889984131,6.199622631072998,6.179135799407959,5.131598949432373,6.178379058837891,5.154481410980225,5.374919891357422,5.635747909545898,5.3503594398498535,5.407724857330322,5.320218086242676,5.346431732177734,6.012218952178955,6.930457592010498,6.180889129638672,5.803111553192139,6.6997175216674805,8.060704231262207,6.348341941833496,5.0712385177612305,4.990549564361572,5.911468505859375,5.51388692855835,5.082376956939697,5.616908073425293,5.983120441436768,5.449318885803223,5.071887969970703,5.621068000793457,6.204801082611084
1,1.0,5.232321262359619,5.695463180541992,5.166213035583496,5.837887763977051,5.747404098510742,5.152894020080566,5.79825496673584,5.731426239013672,5.230907917022705,6.693593502044678,5.895082473754883,5.913349628448486,5.2686076164245605,5.789514541625977,6.897963523864746,6.220139026641846,5.800509452819824,5.3393025398254395,5.4436774253845215,5.752532958984375,5.701589584350586,5.4770731925964355,6.3056230545043945,6.678466796875,5.8415679931640625,5.148266792297363,5.3285675048828125,5.515603065490723,6.274803161621094,5.642214775085449
2,1.0,6.474377632141113,5.188118934631348,5.531396389007568,5.107309818267822,5.9273681640625,5.83200740814209,5.919608116149902,6.893129348754883,6.556219100952148,7.213662624359131,6.105123043060303,7.869540691375732,5.342097759246826,5.188871383666992,5.301965713500977,5.268335819244385,5.367891788482666,5.297101020812988,5.151827812194824,5.095573425292969,5.990703582763672,5.921393394470215,6.039140224456787,6.113194942474365,5.198751449584961,5.150536060333252,5.121063709259033,5.1070556640625,5.144197463989258,5.109565734863281
3,1.0,5.4550395011901855,6.675045967102051,5.13247537612915,5.779185771942139,5.131561279296875,7.067113399505615,6.711538314819336,6.276309967041016,6.555526256561279,6.087098121643066,5.801595687866211,6.499239444732666,5.436487674713135,5.589336395263672,5.362074851989746,5.847918510437012,5.389502048492432,5.373254299163818,6.396317481994629,5.54832124710083,5.08464241027832,5.610898494720459,5.751727104187012,5.562265872955322,5.256603240966797,5.11972713470459,5.134642124176025,5.112490653991699,5.961053371429443,5.720609664916992
4,1.0,6.751411437988281,5.216428756713867,5.207839488983154,7.6390814781188965,9.841133117675781,5.1744890213012695,6.411074638366699,5.347723007202148,6.406152248382568,5.444079399108887,5.346634387969971,6.875124454498291,7.3315815925598145,9.929469108581543,5.322075843811035,7.846423625946045,5.356036186218262,6.793222427368164,6.650055885314941,5.097346305847168,6.859657287597656,5.646567344665527,5.521439075469971,6.326397895812988,5.8454132080078125,5.506072521209717,6.7528276443481445,5.49813985824585,5.1637139320373535,6.474518775939941
5,1.0,5.5282769203186035,5.710731506347656,6.001160621643066,5.248316287994385,5.12919807434082,5.146231174468994,6.486079692840576,6.225229263305664,6.640721321105957,6.263913154602051,6.305510997772217,5.397695064544678,5.594634056091309,6.552294731140137,5.6049628257751465,7.196192264556885,6.532387733459473,5.806095123291016,5.329819679260254,5.246966361999512,5.055272102355957,5.882890224456787,5.869291305541992,5.9088544845581055,5.7941765785217285,5.41980504989624,6.284280300140381,6.3708815574646,5.174839019775391,5.184768199920654
6,1.0,6.3089423179626465,5.780522346496582,5.167145729064941,5.696467876434326,6.576556205749512,5.735124588012695,5.333958148956299,6.20475959777832,5.264928817749023,5.5739336013793945,6.049301624298096,5.433833599090576,7.33463191986084,7.18418025970459,6.1903791427612305,5.278718948364258,6.9637250900268555,5.778553485870361,5.167745590209961,5.261417388916016,5.419114112854004,5.141117095947266,5.0687055587768555,5.729968070983887,5.524064064025879,5.309632301330566,5.630023956298828,5.6832966804504395,5.168948173522949,5.783481121063232
7,1.0,5.869053840637207,5.203064918518066,5.509665489196777,5.144533634185791,5.39939546585083,5.8454389572143555,6.969470977783203,6.272219181060791,6.221217632293701,6.63589334487915,6.874026775360107,6.964419841766357,5.925047874450684,6.948419570922852,7.848033428192139,5.257226943969727,5.727542400360107,9.894449234008789,7.249320030212402,6.687406539916992,5.7258076667785645,5.17010498046875,6.098250389099121,5.64344596862793,6.353046417236328,5.378195762634277,6.597555637359619,7.0705060958862305,5.85590124130249,5.186508655548096
8,1.0,5.6837615966796875,6.547070503234863,5.11868953704834,5.128961086273193,5.14730167388916,5.608843803405762,6.2461066246032715,5.623044967651367,5.350223541259766,5.67929744720459,5.38499641418457,6.215452194213867,6.662363529205322,6.0951032638549805,6.486317157745361,6.587090492248535,5.700228214263916,7.124392509460449,5.1245222091674805,5.337066650390625,6.3992462158203125,5.121849536895752,5.078567981719971,5.124924659729004,5.972658157348633,6.300534248352051,6.516917705535889,5.685389518737793,5.1448445320129395,7.44585657119751
9,1.0,5.272216796875,5.531368255615234,5.128901958465576,5.145770072937012,5.126253128051758,5.584153652191162,5.322208404541016,6.4430670738220215,5.605152606964111,6.463264465332031,5.409041404724121,6.8393964767456055,5.88675594329834,6.1445512771606445,6.765280246734619,6.110403537750244,5.3097686767578125,6.487044334411621,6.484982490539551,6.399616241455078,5.523940563201904,6.223268032073975,5.05728006362915,6.434466361999512,5.168729782104492,5.732428550720215,5.625411033630371,5.6720452308654785,5.614494800567627,6.444666385650635
